Заправки,период,Объем реализации - собственный,бензин,   автобензин А92/93,   автобензин А95/96,    - дизельное топливо,     дизельное топливо зимнее,Выручка от реализации - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Налоги в выручке - НДС,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Выручка без налогов и бонусов,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Покупная стоимость - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Валовой доход - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары
99932,112017,195.7,119.8,59.6,60.2,,75.9,65.5,10429,9523,6050,2912,3138,,3473,3473,907,1586,1453,923,444,479,,530,530,133,8844,8070,5127,2468,2659,,2943,2943,774,7622,7090,4445,2153,2293,,2645,2284,531,1222,980,682,315,366,,298,660,242
99933,112017,119.9,38.6,26.7,11.9,,81.3,65.5,5877,5572,1936,1314,622,,3636,3636,305,894,850,295,200,95,,555,555,44,4982,4722,1641,1114,527,,3081,3081,260,4434,4240,1418,967,451,,2822,2274,194,548,481,222,146,76,,259,807,66
9994,112017,849.4,420.9,149.4,260,,428.5,353.2,42149,40766,21677,7367,13637,423,19089,19089,1383,6425,6219,3307,1124,2080,64,2912,2912,206,35724,34547,18370,6244,11557,358,16177,16177,1177,31654,30745,15794,5401,9902,309,14951,12326,909,4071,3802,2576,842,1655,49,1226,3851,269
9996,112017,235.9,46.3,20.7,25.3,,189.6,159.5,11269,10803,2404,1037,1346,21,8399,8399,466,1717,1648,367,158,205,3,1281,1281,69,9553,9156,2038,879,1141,18,7118,7118,397,8645,8328,1725,752,959,14,6603,5556,317,907,828,313,127,182,4,515,1562,80
9997,112017,708.4,537.2,187.5,339.3,,171.3,136,37448,35634,27852,9306,17881,665,7782,7782,1814,5709,5436,4249,1420,2728,101,1187,1187,273,31739,30198,23603,7886,15154,563,6595,6595,1540,27366,26171,20203,6776,12926,501,5968,4738,1196,4373,4028,3400,1110,2227,63,628,1857,344
9998,112017,422.6,354.5,87.5,259.3,,68.1,49.1,22289,21612,18512,4378,13656,410,3100,3100,677,3399,3297,2824,668,2083,63,473,473,102,18890,18315,15688,3710,11573,347,2627,2627,575,16190,15754,13394,3162,9879,305,2360,1703,436,2700,2561,2294,548,1693,43,267,924,139
9999,112017,356.7,252.5,105.2,142.6,,104.2,69.4,18567,17722,12967,5164,7519,210,4755,4755,846,2830,2703,1978,788,1147,32,725,725,126,15738,15018,10989,4376,6372,178,4029,4029,720,13567,13028,9434,3800,5428,152,3594,2393,538,2171,1989,1554,576,944,26,435,1637,182
333201,112017,173.9,142.6,64.7,77.4,,31.2,23.7,9018,8700,7230,3145,4058,,1470,1470,318,1375,1327,1103,480,619,,224,224,47,7643,7373,6127,2666,3439,,1246,1246,270,6597,6388,5304,2337,2948,,1084,823,209,1046,984,823,328,491,,161,423,62
33321,112017,314,210.9,86.9,124,,103.1,76.1,16251,15462,10854,4326,6528,,4608,4608,789,2478,2359,1656,660,996,,703,703,119,13773,13104,9199,3666,5533,,3905,3905,670,12003,11451,7859,3137,4722,,3592,2651,551,1771,1653,1340,529,810,,313,1254,118
333212,112017,312.6,201.7,97.3,100.5,,111,81.5,16502,15210,10124,4698,5222,67,5086,5086,1292,2507,2320,1544,717,797,10,776,776,187,13995,12890,8580,3981,4425,57,4310,4310,1105,12127,11336,7496,3518,3828,49,3840,2822,791,1868,1554,1084,463,597,8,470,1489,314
333213,112017,381.2,227.4,110.5,115.4,,153.8,129.2,18908,18368,11561,5402,6056,103,6807,6807,540,2884,2802,1764,824,924,16,1038,1038,82,16024,15566,9797,4578,5132,87,5769,5769,458,14211,13835,8456,3985,4397,74,5379,4518,376,1814,1731,1342,593,735,13,389,1250,83
333214,112017,470.4,292.5,155,134.3,,177.9,146,23555,22797,14794,7584,7048,,8003,8003,758,3592,3478,2257,1157,1075,,1221,1221,114,19963,19319,12537,6427,5973,,6782,6782,644,17576,17057,10822,5587,5118,,6235,5118,519,2387,2262,1715,840,855,,547,1664,125
333217,112017,380.9,220.8,115.6,98.9,,160.1,140.6,20284,19295,11210,5710,5189,,8085,8085,989,3090,2943,1710,871,792,,1233,1233,147,17193,16352,9500,4839,4397,,6852,6852,842,14420,13774,8166,4171,3767,,5608,4925,646,2773,2578,1334,668,630,,1244,1927,196
333219,112017,265,150.3,97.8,50.4,,114.7,102,13102,12708,7507,4770,2635,,5201,5201,394,1997,1938,1145,728,402,,793,793,59,11105,10770,6362,4042,2233,,4408,4408,335,9804,9537,5523,3528,1920,,4014,3569,267,1301,1233,839,514,314,,394,839,69
333220,112017,363.5,190.1,113.6,73,,173.4,152.1,17895,17482,9544,5552,3812,,7938,7938,414,2728,2667,1456,847,581,,1211,1211,61,15168,14815,8088,4705,3230,,6727,6727,353,13355,13081,7007,4096,2779,,6074,5329,275,1812,1734,1081,609,451,,653,1398,78
333221,112017,87.7,42.2,32,6,,45.5,29.1,4107,4096,2080,1559,315,,2016,2016,11,626,625,317,238,48,,308,308,2,3480,3471,1762,1321,267,,1709,1709,9,3104,3098,1534,1157,226,,1564,1002,6,376,373,229,165,41,,144,707,3
333222,112017,150.2,105.3,65.4,39.8,,45,28.8,7642,7311,5278,3194,2084,,2033,2033,331,1165,1115,805,487,318,,310,310,49,6478,6196,4473,2707,1766,,1723,1723,282,5650,5433,3882,2365,1517,,1551,994,217,827,763,591,342,250,,172,728,64
333223,112017,204.1,143.5,91.9,51.2,,60.6,38.9,10480,9964,7233,4489,2717,27,2731,2731,516,1597,1520,1103,685,414,4,417,417,77,8883,8444,6130,3804,2302,23,2314,2314,439,7730,7384,5285,3317,1949,19,2099,1346,347,1153,1061,845,487,353,4,216,968,92
333224,112017,228.6,149,86.4,55.9,,79.7,50.9,11412,11098,7495,4220,2927,60,3603,3603,314,1739,1693,1143,644,447,9,550,550,46,9673,9406,6352,3577,2481,51,3054,3054,268,8444,8259,5498,3117,2129,42,2761,1765,185,1229,1146,854,459,351,9,292,1289,83
333225,112017,59.9,49.6,37.8,11.8,,10.3,3.9,2991,2936,2474,1852,622,,462,462,56,456,447,377,283,95,,70,70,8,2535,2488,2097,1570,527,,391,391,47,2197,2166,1814,1367,447,,352,133,31,338,322,283,203,80,,39,258,16
333227,112017,421.4,309.5,176.9,124.1,,112,94.7,21498,20745,15665,8688,6540,75,5080,5080,753,3277,3165,2390,1325,998,12,775,775,112,18221,17580,13275,7363,5543,64,4305,4305,641,15823,15322,11424,6378,4731,50,3898,3296,501,2399,2259,1851,985,812,14,408,1010,139
333228,112017,312.8,122.4,70,52.4,,190.4,147.3,14768,14746,6256,3474,2782,,8490,8490,22,2253,2249,954,530,424,,1295,1295,3,12516,12496,5301,2944,2358,,7195,7195,19,11173,11161,4523,2527,1995,,6638,5137,13,1342,1336,779,416,362,,557,2058,6
333229,112017,142,116.9,75.9,35.8,,25.1,6.9,7039,7028,5890,3734,1897,,1138,1138,11,1074,1073,899,570,289,,174,174,2,5965,5956,4992,3164,1607,,964,964,9,5163,5157,4290,2738,1364,,867,239,6,803,800,702,427,243,,98,726,3
333230,112017,449.3,256.4,152.1,99.1,,192.9,154.8,22368,21834,13082,7549,5269,,8752,8752,533,3410,3331,1996,1152,804,,1335,1335,79,18958,18504,11087,6398,4465,,7417,7417,454,16541,16202,9451,5487,3776,,6751,5419,339,2417,2303,1636,911,689,,667,1999,115
333231,112017,412.7,212.9,123.2,86.9,,199.7,157.9,20411,19849,10781,6046,4582,42,9068,9068,562,3112,3028,1645,922,699,6,1383,1383,85,17299,16822,9137,5124,3883,36,7685,7685,477,15248,14872,7866,4446,3311,30,7006,5539,375,2051,1949,1271,678,571,5,678,2145,102
333232,112017,265.6,141.3,70.6,54.3,,124.3,108.2,12736,12735,7187,3496,2896,,5548,5548,0,1943,1942,1096,533,442,,846,846,0,10793,10793,6091,2963,2454,,4702,4702,,9545,9545,5210,2547,2068,,4335,3775,0,1248,1248,881,416,386,,367,927,
333233,112017,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333235,112017,60.6,41.1,29,9.3,,19.5,13.2,2881,2873,2002,1389,476,,871,871,8,439,438,305,212,73,,133,133,1,2442,2435,1697,1177,404,,738,738,6,2181,2177,1501,1048,351,,676,455,4,261,259,196,129,52,,63,283,2
333237,112017,356.8,248.2,130.4,106.5,,108.7,88.9,17729,17307,12418,6329,5547,,4889,4889,422,2704,2640,1894,965,846,,746,746,64,15025,14666,10523,5364,4701,,4143,4143,359,13255,12966,9171,4705,4060,,3795,3104,289,1770,1701,1352,659,641,,349,1039,69
333238,112017,274.6,156.7,88.9,59.7,,117.9,100,13689,13145,7836,4323,3101,60,5309,5309,544,2086,2005,1195,659,473,9,810,810,81,11603,11140,6641,3664,2628,51,4499,4499,463,10274,9911,5787,3211,2273,43,4124,3497,364,1328,1229,854,453,356,7,375,1002,99
333239,112017,203,126.1,71.4,47.3,,77,62.2,10017,9709,6258,3453,2455,,3451,3451,308,1527,1481,955,527,374,,526,526,46,8490,8229,5304,2926,2080,,2925,2925,262,7538,7333,4645,2578,1803,,2688,2170,205,952,896,659,348,277,,237,754,57
333243,112017,185.6,119.8,74.8,42.7,,65.8,43.7,9217,8926,5984,3642,2227,,2942,2942,291,1405,1362,913,556,340,,449,449,44,7812,7564,5071,3087,1887,,2493,2493,247,6892,6696,4410,2700,1627,,2286,1518,195,920,868,661,387,260,,207,975,52
333245,112017,358.8,105.9,59.3,44.4,,252.9,209.3,17449,16729,5334,2884,2316,101,11395,11395,720,2657,2552,814,440,353,15,1738,1738,105,14792,14177,4520,2444,1963,86,9657,9657,615,13202,12747,3928,2142,1690,72,8819,7299,455,1589,1429,592,301,273,13,837,2357,160
333247,112017,99.3,84.4,47.8,36.6,,14.8,9,4901,4901,4233,2319,1914,,668,668,0,748,748,646,354,292,,102,102,0,4154,4153,3587,1965,1622,,566,566,,3633,3633,3121,1729,1392,,512,310,0,520,520,466,236,230,,54,256,
333248,112017,123.9,54.3,26.6,26.6,,69.5,53.7,6297,5881,2757,1299,1392,36,3124,3124,416,959,898,421,198,212,5,477,477,61,5339,4984,2336,1101,1180,30,2648,2648,355,4698,4434,2023,963,1012,27,2411,1863,264,641,550,314,138,168,4,236,785,91
333249,112017,86.9,46.4,34.9,9.2,,40.5,23.4,4207,4180,2284,1693,477,,1896,1896,27,642,637,348,258,73,,289,289,4,3565,3543,1936,1435,404,,1607,1607,23,3104,3090,1689,1259,348,,1401,807,15,461,453,247,176,56,,206,799,8
333262,112017,65.4,41.8,22.3,19.5,,23.5,9.9,3163,3163,2121,1101,1020,,1042,1042,0,483,482,323,168,156,,159,159,0,2681,2680,1797,933,864,,883,883,,2367,2367,1549,806,743,,818,342,0,314,314,248,127,121,,66,541,
333263,112017,153.1,96.9,49.1,47.8,,56.2,43.4,8065,7469,4883,2394,2489,,2586,2586,596,1226,1139,745,365,380,,394,394,87,6839,6329,4138,2029,2110,,2191,2191,509,5908,5539,3592,1771,1821,,1947,1504,369,931,790,546,258,288,,244,687,140
333264,112017,483.9,164.1,90.6,73.4,,319.9,284.4,26084,25169,8228,4406,3823,,16941,16941,915,3971,3839,1255,672,583,,2584,2584,131,22113,21330,6973,3734,3239,,14357,14357,783,17863,17252,6072,3275,2797,,11180,9941,611,4250,4079,902,459,443,,3177,4416,172
333265,112017,366.8,307.6,140.5,160,,59.2,53.5,18630,18421,15652,6922,8356,124,2769,2769,209,2842,2810,2388,1056,1275,19,422,422,32,15789,15611,13264,5866,7082,105,2347,2347,177,13651,13510,11443,5072,6096,91,2067,1868,140,2138,2101,1821,794,986,15,280,479,37
3335,112017,287,216.7,77.5,139.3,,70.3,53.5,14373,14365,11215,3838,7377,,3150,3150,8,2192,2192,1711,585,1125,,481,481,1,12180,12174,9504,3252,6252,,2670,2670,7,10560,10555,8105,2797,5309,,2450,1867,4,1620,1619,1399,455,943,,220,803,2
55512,112017,155.9,124,37.3,86.7,,31.9,25.5,7920,7890,6414,1845,4569,,1476,1476,31,1208,1203,978,281,697,,225,225,5,6712,6686,5435,1563,3872,,1251,1251,26,5778,5761,4654,1348,3305,,1107,886,17,934,926,782,215,566,,144,365,9
23332,112017,100.9,100.9,52.9,48,,0,0,5010,5010,5010,2556,2454,,,,0,764,764,764,390,374,,,,0,4245,4245,4245,2166,2079,,,,,3736,3736,3736,1909,1827,,,,0,509,509,509,257,252,,,,
333200,122017,220.9,172.2,72.4,99.8,,48.8,48.8,11636,11267,8965,3644,5321,,2302,2302,369,1774,1719,1368,556,812,,351,351,56,9861,9549,7598,3088,4510,,1951,1951,313,7607,7372,5896,2381,3515,,1476,1476,235,2254,2177,1702,707,995,,475,475,78
9991,122017,888.2,745.1,232.8,503.7,,143,143,46453,45019,38254,11398,26297,559,6765,6765,1435,7082,6867,5835,1739,4011,85,1032,1032,215,39371,38151,32418,9659,22285,474,5733,5733,1220,30999,30080,25751,7655,17747,349,4329,4329,919,8372,8072,6668,2004,4539,125,1404,1404,301
99910,122017,1001.2,882.5,309.1,565.2,,118.7,118.7,52408,51130,45480,15248,29707,525,5650,5650,1278,7991,7800,6938,2326,4532,80,862,862,192,44416,43330,38542,12922,25176,445,4788,4788,1086,34814,34001,30409,10168,19913,328,3592,3592,813,9602,9330,8134,2754,5263,117,1196,1196,273
99911,122017,298.5,188,75.3,104.4,,110.5,110.5,15418,14879,9774,3751,5543,253,5105,5105,539,2350,2270,1491,572,846,39,779,779,81,13068,12609,8283,3179,4697,214,4326,4326,458,10157,9798,6453,2475,3677,153,3345,3345,359,2910,2811,1830,704,1020,61,981,981,99
99913,122017,286.8,234.2,102.4,130.1,,52.6,52.6,15402,14650,12171,5129,6928,114,2479,2479,752,2347,2235,1857,782,1057,17,378,378,113,13054,12414,10314,4347,5871,96,2100,2100,640,10095,9613,8021,3367,4583,72,1592,1592,482,2959,2802,2293,980,1288,25,509,509,157
99914,122017,351.5,244.3,74.1,164.9,,107.3,107.3,18670,17816,12795,3692,8748,356,5021,5021,854,2845,2718,1952,563,1334,54,766,766,127,15825,15099,10844,3128,7413,302,4255,4255,727,12254,11707,8460,2436,5809,215,3247,3247,547,3571,3392,2384,692,1605,87,1008,1008,180
99915,122017,306.5,121.3,43,78.3,,185.3,185.3,15926,14836,6352,2166,4187,,8484,8484,1089,2427,2263,969,330,639,,1294,1294,164,13499,12573,5383,1835,3548,,7190,7190,926,10535,9780,4172,1413,2759,,5608,5608,755,2964,2793,1211,422,789,,1582,1582,171
99916,122017,139.3,28.8,13.9,14.7,,110.5,110.5,6779,6525,1507,698,790,18,5018,5018,254,1032,995,230,107,121,3,765,765,37,5747,5529,1277,592,669,16,4252,4252,218,4491,4330,985,457,517,12,3345,3345,161,1256,1199,292,135,153,4,907,907,57
99917,122017,271.1,162,62.5,98.2,,109.1,109.1,13933,13335,8323,3068,5169,86,5012,5012,598,2123,2035,1270,468,788,13,765,765,88,11810,11301,7053,2600,4380,73,4248,4248,509,9250,8871,5568,2056,3461,52,3303,3303,379,2560,2430,1485,544,920,21,945,945,130
99918,122017,456.7,355.4,119.3,236,,101.3,101.3,24236,23165,18391,5928,12462,,4774,4774,1072,3694,3533,2805,904,1901,,728,728,160,20543,19631,15585,5024,10561,,4046,4046,912,16031,15307,12240,3925,8316,,3067,3067,724,4511,4323,3345,1099,2246,,978,978,188
99919,122017,420.3,311.5,99.6,198.9,,108.8,108.8,22965,21457,16400,5006,10644,428,5057,5057,1509,3498,3273,2502,764,1624,65,771,771,225,19468,18183,13898,4243,9021,363,4285,4285,1284,15069,14051,10758,3275,7006,265,3293,3293,1018,4399,4132,3140,968,2015,98,992,992,266
9992,122017,1154.1,912.9,206.2,661.5,,241.3,241.3,62806,60072,48528,10410,35224,2894,11544,11544,2733,9574,9164,7403,1588,5373,442,1761,1761,410,53232,50909,41126,8822,29851,2453,9783,9783,2323,40912,39212,31909,6782,23305,1822,7303,7303,1700,12320,11697,9217,2039,6546,631,2480,2480,623
99920,122017,418,253.8,104.8,146.4,,164.1,164.1,21778,20804,13218,5252,7795,170,7586,7586,975,3317,3173,2016,801,1189,26,1157,1157,144,18461,17630,11201,4451,6606,144,6429,6429,831,14306,13678,8710,3447,5156,107,4968,4968,627,4155,3952,2491,1004,1450,37,1461,1461,204
99922,122017,525.2,280.5,108.6,169.3,,244.7,244.7,27209,26053,14721,5460,9098,163,11332,11332,1156,4147,3975,2246,833,1388,25,1729,1729,173,23062,22078,12475,4627,7710,138,9603,9603,984,17810,17048,9641,3572,5966,103,7407,7407,762,5252,5030,2834,1055,1744,35,2196,2196,221
99923,122017,398.8,325.3,91.6,225.7,,73.5,73.5,21685,20704,17216,4633,12067,516,3488,3488,980,3305,3158,2626,707,1841,79,532,532,147,18380,17546,14590,3927,10226,437,2956,2956,834,14144,13512,11287,3012,7952,323,2225,2225,632,4235,4034,3303,915,2274,114,731,731,201
99924,122017,319.6,240.4,84.7,150,,79.1,79.1,17474,16047,12341,4174,7837,183,3706,3706,1427,2660,2447,1882,637,1196,28,565,565,212,14814,13599,10458,3538,6642,155,3141,3141,1215,11633,10674,8279,2784,5285,115,2395,2395,958,3181,2924,2179,753,1357,40,745,745,257
99925,122017,374.6,257.9,92.7,161.5,,116.6,116.6,20613,19014,13540,4656,8645,239,5474,5474,1599,3138,2900,2065,710,1319,36,835,835,238,17475,16114,11475,3946,7326,203,4639,4639,1361,13454,12420,8889,3049,5689,151,3531,3531,1034,4021,3693,2585,897,1637,51,1108,1108,327
99926,122017,235.1,158.8,62.1,95,,76.3,76.3,12565,11663,8115,3068,4935,112,3548,3548,902,1912,1779,1238,468,753,17,541,541,133,10653,9884,6877,2600,4182,95,3007,3007,769,8352,7766,5457,2041,3346,70,2309,2309,586,2301,2117,1420,559,837,25,697,697,183
99927,122017,365,228.3,71.7,154.3,,136.6,136.6,18724,18000,11721,3519,8048,153,6279,6279,724,2855,2746,1788,537,1228,23,958,958,109,15869,15254,9933,2983,6821,130,5321,5321,615,12486,12025,7889,2357,5436,96,4136,4136,461,3382,3229,2044,625,1385,34,1185,1185,153
99928,122017,285,171,63.4,105.6,,114,114,15362,14061,8803,3130,5549,124,5258,5258,1302,2339,2145,1343,477,846,19,802,802,194,13023,11916,7460,2652,4702,105,4456,4456,1107,10218,9337,5885,2087,3722,77,3452,3452,880,2805,2578,1575,566,981,28,1003,1003,227
99929,122017,98.7,49.8,20.8,28.5,,48.9,48.9,5173,4800,2527,1019,1487,,2273,2273,374,787,732,385,155,227,,347,347,55,4386,4067,2141,864,1260,,1926,1926,319,3414,3185,1704,685,1006,,1481,1481,229,972,883,437,178,255,,446,446,89
9993,122017,1036.6,647.4,230.7,408.9,,389.2,389.2,52534,51245,33338,11354,21514,333,17907,17907,1289,8009,7817,5085,1732,3282,51,2732,2732,192,44525,43429,28253,9622,18232,282,15176,15176,1097,34862,34069,22288,7587,14404,207,11781,11781,793,9663,9360,5965,2035,3828,75,3395,3395,304
99930,122017,306.1,186,64.2,119.1,,120.1,120.1,16419,15418,9790,3234,6386,170,5628,5628,1001,2501,2352,1493,493,974,26,859,859,149,13918,13066,8296,2740,5412,144,4770,4770,852,10708,10052,6417,2112,4197,108,3635,3635,656,3210,3015,1880,629,1215,36,1135,1135,196
99931,122017,224.6,188.1,65,121.1,,36.6,36.6,11850,11306,9582,3155,6299,128,1724,1724,544,1806,1725,1462,481,961,20,263,263,81,10044,9581,8120,2674,5338,108,1461,1461,463,7939,7591,6484,2137,4266,80,1107,1107,349,2105,1991,1637,536,1072,29,354,354,114
99932,122017,181,113.7,56.7,57.1,,67.2,67.2,9971,8949,5775,2787,2988,,3174,3174,1022,1515,1365,881,425,456,,484,484,150,8456,7584,4894,2361,2532,,2690,2690,872,6479,5910,3874,1864,2010,,2036,2036,569,1977,1675,1020,497,522,,655,655,303
99933,122017,144.3,35.5,24.1,11.4,,108.7,108.7,7163,6817,1819,1206,613,,4998,4998,346,1091,1039,277,184,93,,762,762,51,6072,5777,1541,1022,519,,4236,4236,295,4706,4486,1195,793,402,,3291,3291,219,1366,1291,346,229,117,,945,945,75
9994,122017,912.2,440.9,163,267.5,,471.3,471.3,45916,44425,22827,8079,14143,400,21598,21598,1491,6999,6777,3482,1232,2157,61,3295,3295,223,38917,37648,19345,6847,11986,339,18303,18303,1268,30411,29439,15171,5362,9426,249,14268,14268,973,8505,8211,4175,1485,2560,90,4036,4036,295
9996,122017,229,41.5,19.1,22.1,,187.5,187.5,11148,10708,2173,964,1190,19,8535,8535,440,1698,1633,331,147,182,3,1302,1302,65,9449,9075,1842,817,1008,16,7233,7233,375,7384,7094,1418,627,779,12,5676,5676,290,2065,1980,423,190,229,4,1557,1557,85
9997,122017,741.2,570.6,198,362,,170.7,170.7,39732,37641,29632,9862,19087,683,8009,8009,2091,6057,5742,4520,1504,2912,104,1222,1222,315,33675,31899,25112,8357,16175,579,6787,6787,1776,26238,24859,19693,6512,12753,428,5166,5166,1379,7437,7040,5419,1845,3422,151,1621,1621,397
9998,122017,472.9,387.7,98.7,280.7,,85.3,85.3,25128,24431,20453,4982,14954,449,3978,3978,697,3832,3727,3120,760,2281,68,607,607,105,21297,20704,17333,4222,12673,380,3371,3371,592,16478,16040,13458,3246,9887,281,2582,2582,438,4818,4664,3875,976,2786,100,789,789,154
9999,122017,335.4,239.6,99.7,134.9,,95.9,95.9,17844,16947,12423,4959,7161,239,4524,4524,897,2719,2585,1895,756,1092,37,690,690,134,15125,14362,10528,4202,6069,203,3834,3834,763,11693,11125,8223,3278,4753,150,2902,2902,568,3432,3237,2305,924,1316,53,932,932,195
333201,122017,186.7,152.8,70.4,81.7,,34,34,9816,9476,7822,3462,4326,,1654,1654,341,1497,1445,1193,528,660,,252,252,51,8320,8030,6629,2934,3666,,1401,1401,290,6466,6244,5216,2314,2879,,1028,1028,222,1854,1787,1413,619,787,,374,374,67
33321,122017,308.3,205.9,85.9,120,,102.4,102.4,16142,15374,10658,4295,6363,,4716,4716,768,2461,2345,1626,655,971,,719,719,116,13680,13028,9032,3640,5392,,3996,3996,652,10684,10152,7053,2824,4228,,3099,3099,532,2997,2878,1980,816,1164,,898,898,119
333212,122017,287.6,184.7,94.7,86.8,,102.8,102.8,15413,14196,9323,4607,4538,75,4873,4873,1217,2342,2165,1422,703,692,11,743,743,177,13071,12031,7901,3904,3846,64,4130,4130,1040,10143,9400,6287,3115,3058,47,3113,3113,743,2928,2631,1614,789,788,17,1017,1017,297
333213,122017,406.2,239.4,114.3,123.4,,166.9,166.9,20365,19853,12256,5640,6508,109,7597,7597,513,3106,3029,1870,860,993,17,1159,1159,77,17260,16825,10387,4780,5515,92,6438,6438,435,13575,13225,8174,3760,4347,67,5051,5051,350,3685,3600,2213,1020,1168,25,1387,1387,86
333214,122017,486.2,308.4,165.9,139,,177.8,177.8,24598,23902,15686,8162,7348,,8216,8216,697,3751,3646,2393,1245,1121,,1253,1253,105,20847,20255,13293,6917,6228,,6962,6962,592,16310,15848,10467,5456,4897,,5381,5381,463,4537,4408,2826,1460,1330,,1582,1582,129
333217,122017,341.4,208,107.1,94.8,,133.4,133.4,18573,17639,10694,5339,5055,,6945,6945,934,2830,2690,1631,814,771,,1059,1059,139,15743,14949,9063,4525,4284,,5886,5886,795,11694,11096,7059,3523,3339,,4037,4037,597,4050,3851,2003,1002,945,,1848,1848,198
333219,122017,303,167.8,112.2,53.3,,135.2,135.2,15233,14818,8452,5505,2833,,6366,6366,414,2322,2260,1289,840,432,,971,971,62,12910,12558,7163,4665,2401,,5395,5395,352,10017,9735,5643,3689,1878,,4092,4092,282,2893,2823,1520,976,522,,1303,1303,70
333220,122017,356.2,190.2,113.6,72.6,,166,166,17934,17517,9694,5622,3872,,7823,7823,417,2734,2672,1479,858,591,,1193,1193,62,15200,14845,8215,4764,3281,,6630,6630,355,11726,11450,6425,3735,2558,,5025,5025,276,3474,3396,1791,1029,723,,1605,1605,79
333221,122017,101,43.1,33.6,5.6,,57.9,57.9,4860,4847,2140,1646,300,,2707,2707,13,741,739,326,251,46,,413,413,2,4119,4108,1814,1395,254,,2294,2294,11,3189,3182,1429,1104,198,,1753,1753,7,930,926,385,291,56,,541,541,4
333222,122017,151.8,108.9,68.5,40.5,,42.9,42.9,7901,7567,5541,3384,2157,,2026,2026,335,1204,1154,845,516,329,,309,309,50,6697,6412,4695,2867,1828,,1717,1717,285,5194,4977,3678,2252,1426,,1299,1299,218,1503,1436,1018,616,402,,418,418,67
333223,122017,185.1,143.1,91.8,51,,42,42,9749,9310,7330,4560,2748,22,1980,1980,439,1486,1420,1118,696,419,3,302,302,66,8263,7890,6212,3864,2329,19,1678,1678,373,6391,6100,4829,3020,1795,14,1271,1271,291,1873,1789,1383,844,534,5,406,406,83
333224,122017,217.7,150.6,90,55.4,,67.1,67.1,11107,10796,7645,4445,2925,47,3151,3151,312,1692,1647,1166,678,446,7,481,481,46,9415,9149,6479,3767,2479,40,2670,2670,266,7303,7117,5086,2960,1950,29,2031,2031,186,2112,2032,1393,807,529,11,639,639,80
333225,122017,58.8,48.8,37.6,11.2,,10,10,2976,2937,2472,1871,601,,465,465,39,454,448,377,285,92,,71,71,6,2522,2489,2095,1586,509,,394,394,33,1956,1934,1631,1236,395,,303,303,22,567,555,464,350,115,,91,91,12
333227,122017,448.3,320.9,188.9,123.5,,127.4,127.4,23090,22373,16431,9382,6608,51,5942,5942,717,3519,3412,2506,1431,1008,8,906,906,107,19571,18960,13924,7951,5600,44,5036,5036,611,15169,14702,10845,6211,4351,32,3857,3857,466,4402,4258,3079,1739,1249,12,1179,1179,144
333228,122017,309,129.1,74.7,54.4,,179.9,179.9,14878,14847,6625,3713,2912,,8222,8222,31,2270,2265,1011,566,444,,1254,1254,5,12609,12582,5614,3146,2468,,6968,6968,26,9836,9818,4372,2457,1915,,5446,5446,18,2773,2764,1242,689,553,,1522,1522,9
333229,122017,146.7,120.9,77.1,36.6,,25.7,25.7,7389,7376,6160,3826,1968,,1216,1216,14,1127,1126,940,584,300,,186,186,2,6262,6251,5220,3243,1668,,1031,1031,11,4847,4839,4060,2536,1289,,779,779,8,1415,1411,1160,707,379,,251,251,4
333230,122017,443.7,264.9,156.1,104.7,,178.9,178.9,22677,22078,13670,7833,5630,,8408,8408,599,3457,3368,2085,1195,859,,1283,1283,89,19220,18710,11585,6638,4771,,7125,7125,510,14750,14369,8955,5134,3689,,5414,5414,381,4470,4340,2629,1504,1082,,1711,1711,129
333231,122017,452.5,212,122.8,86.3,,240.5,240.5,22536,22060,10864,6094,4614,50,11196,11196,476,3437,3365,1657,930,704,8,1708,1708,72,19100,18695,9207,5164,3910,43,9488,9488,404,14765,14460,7180,4040,3042,31,7280,7280,304,4335,4235,2027,1125,868,11,2208,2208,100
333232,122017,254.1,146.9,71.7,57.5,,107.2,107.2,12512,12512,7555,3598,3094,,4957,4957,0,1909,1908,1152,549,472,,756,756,0,10604,10603,6402,3049,2622,,4201,4201,,8205,8205,4959,2358,2024,,3246,3246,0,2398,2399,1444,691,597,,955,955,
333233,122017,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
